Dataset,Sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,,,
12,Abs,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,,,,,,,,,,,,,,,,,,,,,,,
13,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Current,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Current,Galvanometer,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Current,Galvanometer,PhotoDiode,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Capacitance,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ActivePixel,AirFuelRatioMeter,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork
26,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,
27,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,
28,ActivePixel,AirFuelRatioMeter,Alarm,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,,,,,,,,
29,ActivePixel,AirFuelRatioMeter,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,,,,,,
30,ActivePixel,Alarm,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,,,
31,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AirFlowMeter,Auxanometer,BackIlluminated,Barograph,Barometer,Biochip,Bio,BoostGauge,Calorimeter,CapacitanceProbe,FrequencyDomain,Humistor,Hydrometer,Hyperspectral,InfraredThermometer,Leaf,LedAsLight,Lysimeter,Nano,Pressure,PressureGauge,Psychrometer,Pyrometer,QuartzThermometer,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,TimePressureGauge,UnattendedGround,WaterMeter,,,,,,,,,,,,,,,,,,,,,,,,,
33,BackIlluminated,Barograph,Barometer,Biochip,Bio,BoostGauge,Calorimeter,CapacitanceProbe,FrequencyDomain,Humistor,Hydrometer,Hyperspectral,InfraredThermometer,Leaf,LedAsLight,Lysimeter,Nano,Pressure,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,TimePressureGauge,UnattendedGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AirFlowMeter,Auxanometer,Bio,BoostGauge,Calorimeter,CapacitanceProbe,FrequencyDomain,Humistor,Hydrometer,Hyperspectral,InfraredThermometer,Leaf,LedAsLight,Lysimeter,Nano,Pressure,Pyrometer,QuartzThermometer,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,TimePressureGauge,UnattendedGround,WaterMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AirFlowMeter,Calorimeter,CapacitanceProbe,FrequencyDomain,Humistor,Hydrometer,Hyperspectral,InfraredThermometer,Leaf,LedAsLight,Lysimeter,Nano,Pressure,PressureGauge,Psychrometer,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,TimePressureGauge,UnattendedGround,WaterMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AirFlowMeter,Auxanometer,BackIlluminated,Hydrometer,Hyperspectral,InfraredThermometer,Leaf,LedAsLight,Lysimeter,Nano,Pressure,PressureGauge,Psychrometer,Pyrometer,QuartzThermometer,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,TimePressureGauge,UnattendedGround,WaterMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AirFlowMeter,Auxanometer,BackIlluminated,Barograph,Barometer,Biochip,Bio,Leaf,LedAsLight,Lysimeter,Nano,Pressure,PressureGauge,Psychrometer,Pyrometer,QuartzThermometer,ResistanceThermometer,SiliconBandgapTemperature,SoilMoisture,TemperatureGauge,Thermocouple,Thermometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Abs,Accelerometer,Afr,AirFlowMeter,AirFuelRatioMeter,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,FuelLevel,FuelPressure,GroundSpeedRadar,Gyroscopic,HallEffect,Impact,IncrementalEncoder,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Odometer,OilLevel,PiezoElectricAccelerometer,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,Ultrasonic,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,
39,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,FuelLevel,FuelPressure,GroundSpeedRadar,Gyroscopic,HallEffect,Impact,IncrementalEncoder,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,Ultrasonic,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Abs,Accelerometer,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,FuelLevel,FuelPressure,GroundSpeedRadar,Gyroscopic,HallEffect,Impact,IncrementalEncoder,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,PiezoElectricAccelerometer,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,Ultrasonic,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Abs,Accelerometer,Afr,AirFlowMeter,AirFuelRatioMeter,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,CapacitiveDisplacement,ChargeCoupledDevice,FuelPressure,GroundSpeedRadar,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Odometer,OilLevel,PiezoElectricAccelerometer,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Abs,FreeFall,FuelLevel,FuelPressure,GroundSpeedRadar,Gyroscopic,HallEffect,Impact,IncrementalEncoder,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Odometer,OilLevel,PiezoElectricAccelerometer,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,Ultrasonic,UltraWideBandRadar,VehicleSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Abs,Accelerometer,Afr,FreeFall,FuelLevel,FuelPressure,GroundSpeedRadar,Gyroscopic,HallEffect,Impact,IncrementalEncoder,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,PiezoElectricAccelerometer,Position,Proximity,RadarGun,Radar,ShockDetector,Speedometers,Tachometer,Triangulation,Ultrasonic,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Abs,Accelerometer,Afr,AirFlowMeter,AirFuelRatioMeter,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,CrankShaftPosition,CylinderHeadTemperatureGauge,EngineCrankcasePressure,FuelLevel,FuelPressure,Impact,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Map,MassFlow,MotionDetector,Nano,OilLevel,OilPressure,PassiveInfrared,PiezoElectricAccelerometer,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,Ultrasonic,VariableReluctance,,,,,,,,,,,,,,,,,,
45,AirFuelRatioMeter,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,CrankShaftPosition,CylinderHeadTemperatureGauge,EngineCrankcasePressure,FuelLevel,FuelPressure,Impact,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Map,Nano,OilLevel,OilPressure,PassiveInfrared,PiezoElectricAccelerometer,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,Ultrasonic,VariableReluctance,,,,,,,,,,,,,,,,,,,,,,,,
46,Abs,Accelerometer,AutomaticTransmissionSpeed,BlindSpotMonitor,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,CrankShaftPosition,CylinderHeadTemperatureGauge,EngineCrankcasePressure,FuelLevel,FuelPressure,Impact,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,Nano,OilLevel,OilPressure,PassiveInfrared,PiezoElectricAccelerometer,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,Ultrasonic,VariableReluctance,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Abs,Accelerometer,AirFuelRatioMeter,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,FuelPressure,Impact,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Map,MassFlow,MotionDetector,Nano,OilLevel,OilPressure,PassiveInfrared,PiezoElectricAccelerometer,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Abs,Afr,AirFlowMeter,AnprWhereVehiclesAreTimedOverFixedDistance,BlindSpotMonitor,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,CrankShaftPosition,CylinderHeadTemperatureGauge,EngineCrankcasePressure,FuelLevel,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Map,MassFlow,MotionDetector,Nano,OilLevel,OilPressure,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,Ultrasonic,VariableReluctance,,,,,,,,,,,,,,,,,,,,,,,,,
49,BoostGauge,BourdonGauge,CapacitiveDisplacement,ChargeCoupledDevice,CrankShaftPosition,CylinderHeadTemperatureGauge,EngineCrankcasePressure,FuelLevel,FuelPressure,Impact,Knock,LaserSurfaceVelocimeter,LaserSurfaceVelocimetersForMovingSurfaces,Level,MagneticLevelGauge,Map,MassFlow,MotionDetector,Nano,OilLevel,OilPressure,PassiveInfrared,PiezoElectricAccelerometer,Position,Pressure,PressureGauge,Proximity,ShockDetector,Tachometer,TirePressure,Ultrasonic,VariableReluctance,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Accelerometer,Actigraphy,Bio,Biochip,Breathalyzer,DiffusionTensorImaging,FunctionalMagneticResonanceImaging,GroundSpeedRadar,Heartbeat,MagneticResonanceImaging,Nano,NanoTetherball,PiezoElectricAccelerometer,Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Accelerometer,Actigraphy,Biochip,Breathalyzer,DiffusionTensorImaging,FunctionalMagneticResonanceImaging,GroundSpeedRadar,Heartbeat,MagneticResonanceImaging,Nano,NanoTetherball,PiezoElectricAccelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Accelerometer,Actigraphy,Bio,DiffusionTensorImaging,FunctionalMagneticResonanceImaging,GroundSpeedRadar,Heartbeat,MagneticResonanceImaging,Nano,NanoTetherball,PiezoElectricAccelerometer,Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Accelerometer,Actigraphy,Bio,Biochip,Breathalyzer,DiffusionTensorImaging,FunctionalMagneticResonanceImaging,GroundSpeedRadar,Heartbeat,NanoTetherball,PiezoElectricAccelerometer,Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
