Dataset,SubDominio(Oficial),,,,,,,,,
11,UrbanMobility,"UrbanMobility (91,67%)","SecurityPublic (87,5%)","IndustrialProcesses (61,54%)","SmartHome (42,86%)","Logistic (37,5%)","IndependentLiving (33,33%)",HealthCare (25%),,
12,UrbanMobility,"UrbanMobility (91,67%)","SecurityPublic (87,5%)","IndustrialProcesses (61,54%)","SmartHome (47,62%)","Logistic (37,5%)","IndependentLiving (33,33%)",HealthCare (25%),,
13,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
14,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
15,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
16,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
17,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
18,SmartGrid,"SmartGrid (85,71%)","Logistic (37,5%)",UrbanMobility (25%),HealthCare (25%),"IndustrialProcesses (23,08%)","IndependentLiving (16,67%)","SecurityPublic (12,5%)",,
19,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),"Logistic (37,5%)",UrbanMobility (25%),"Agriculture (22,22%)","IndependentLiving (16,67%)",,,
20,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),"Logistic (37,5%)","Agriculture (22,22%)","UrbanMobility (16,67%)","IndependentLiving (16,67%)",,,
21,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),"Logistic (37,5%)","Agriculture (22,22%)","UrbanMobility (16,67%)","IndependentLiving (16,67%)",,,
22,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),"Logistic (37,5%)",UrbanMobility (25%),"Agriculture (22,22%)","IndependentLiving (16,67%)",,,
23,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),UrbanMobility (25%),Logistic (25%),"Agriculture (22,22%)","IndependentLiving (16,67%)",,,
24,SmartHome,"SmartHome (52,38%)",SecurityPublic (50%),"Logistic (37,5%)","Agriculture (22,22%)","UrbanMobility (16,67%)","IndependentLiving (16,67%)",,,
25,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",UrbanMobility (75%),HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","IndustrialProcesses (61,54%)","Agriculture (55,56%)",Logistic (50%)
26,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",UrbanMobility (75%),HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","Agriculture (55,56%)","IndustrialProcesses (46,15%)","Logistic (37,5%)"
27,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","Agriculture (55,56%)","UrbanMobility (41,67%)","IndustrialProcesses (23,08%)","Logistic (12,5%)"
28,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","IndustrialProcesses (61,54%)","UrbanMobility (58,33%)","Agriculture (55,56%)",Logistic (50%)
29,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","IndustrialProcesses (61,54%)","UrbanMobility (58,33%)","Agriculture (55,56%)",Logistic (50%)
30,SmartCampus,"SecurityPublic (87,5%)","SmartGrid (85,71%)",UrbanMobility (75%),HealthCare (75%),"SmartHome (71,43%)","IndependentLiving (66,67%)","Agriculture (55,56%)","IndustrialProcesses (46,15%)","Logistic (37,5%)"
32,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","SecurityPublic (37,5%)","IndustrialProcesses (30,77%)","SmartHome (23,81%)","Logistic (12,5%)",,
33,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","SecurityPublic (37,5%)","SmartHome (23,81%)","IndustrialProcesses (23,08%)",,,
34,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (30,77%)",SecurityPublic (25%),"SmartHome (19,05%)","Logistic (12,5%)",,
35,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (30,77%)",SecurityPublic (25%),"SmartHome (19,05%)","Logistic (12,5%)",,
36,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","SecurityPublic (37,5%)","IndustrialProcesses (30,77%)","SmartHome (23,81%)","Logistic (12,5%)",,
37,Agriculture,Agriculture (100%),HealthCare (75%),"IndependentLiving (66,67%)","SecurityPublic (37,5%)","IndustrialProcesses (30,77%)","SmartHome (23,81%)","Logistic (12,5%)",,
38,Logistic,"Logistic (87,5%)","IndustrialProcesses (76,92%)","UrbanMobility (41,67%)","SecurityPublic (37,5%)",HealthCare (25%),"IndependentLiving (16,67%)","SmartHome (14,29%)","Agriculture (11,11%)",
39,Logistic,"Logistic (87,5%)","IndustrialProcesses (69,23%)","UrbanMobility (41,67%)","SecurityPublic (37,5%)",HealthCare (25%),"IndependentLiving (16,67%)","SmartHome (14,29%)",,
40,Logistic,"Logistic (87,5%)","IndustrialProcesses (69,23%)","SecurityPublic (37,5%)","UrbanMobility (33,33%)",HealthCare (25%),"IndependentLiving (16,67%)","SmartHome (14,29%)",,
41,Logistic,"Logistic (87,5%)","IndustrialProcesses (76,92%)","UrbanMobility (33,33%)",HealthCare (25%),SecurityPublic (25%),"Agriculture (11,11%)","SmartHome (9,52%)",,
42,Logistic,"Logistic (87,5%)","IndustrialProcesses (69,23%)","SecurityPublic (37,5%)","UrbanMobility (33,33%)",HealthCare (25%),"IndependentLiving (16,67%)","SmartHome (14,29%)",,
43,Logistic,"Logistic (87,5%)","IndustrialProcesses (69,23%)","SecurityPublic (37,5%)","UrbanMobility (33,33%)",HealthCare (25%),"IndependentLiving (16,67%)","SmartHome (14,29%)",,
44,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",UrbanMobility (75%),HealthCare (75%),"IndependentLiving (66,67%)",SecurityPublic (50%),"Agriculture (44,44%)","SmartHome (38,1%)",
45,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",HealthCare (75%),"UrbanMobility (66,67%)","IndependentLiving (66,67%)",SecurityPublic (50%),"Agriculture (44,44%)","SmartHome (33,33%)",
46,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",HealthCare (75%),"IndependentLiving (66,67%)","UrbanMobility (58,33%)",SecurityPublic (50%),"Agriculture (44,44%)","SmartHome (33,33%)",
47,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",UrbanMobility (75%),HealthCare (75%),"IndependentLiving (66,67%)",SecurityPublic (50%),"Agriculture (44,44%)","SmartHome (38,1%)",
48,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",UrbanMobility (75%),HealthCare (75%),"IndependentLiving (66,67%)","Agriculture (44,44%)","SecurityPublic (37,5%)","SmartHome (19,05%)",
49,IndustrialProcesses,"Logistic (87,5%)","IndustrialProcesses (84,62%)",HealthCare (75%),"IndependentLiving (66,67%)",SecurityPublic (50%),"Agriculture (44,44%)","SmartHome (38,1%)","UrbanMobility (33,33%)",
50,HealthCare,HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (38,46%)","Logistic (37,5%)","Agriculture (33,33%)",SecurityPublic (25%),"UrbanMobility (16,67%)","SmartHome (9,52%)",
51,HealthCare,HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (38,46%)","Logistic (37,5%)","Agriculture (33,33%)",SecurityPublic (25%),"UrbanMobility (16,67%)","SmartHome (9,52%)",
52,HealthCare,HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (38,46%)","Logistic (37,5%)","Agriculture (33,33%)",SecurityPublic (25%),"UrbanMobility (16,67%)","SmartHome (9,52%)",
53,HealthCare,HealthCare (75%),"Logistic (37,5%)","IndependentLiving (33,33%)","IndustrialProcesses (30,77%)",SecurityPublic (25%),"UrbanMobility (16,67%)","Agriculture (11,11%)","SmartHome (9,52%)",
54,HealthCare,HealthCare (75%),"IndependentLiving (66,67%)","IndustrialProcesses (38,46%)","Logistic (37,5%)","Agriculture (33,33%)",SecurityPublic (25%),"UrbanMobility (16,67%)","SmartHome (9,52%)",
55,HealthCare,HealthCare (75%),"IndependentLiving (66,67%)","Logistic (37,5%)","Agriculture (33,33%)","IndustrialProcesses (30,77%)",SecurityPublic (25%),"UrbanMobility (16,67%)","SmartHome (9,52%)",
56,IndependentLiving,HealthCare (75%),"IndependentLiving (66,67%)",SecurityPublic (50%),"SmartHome (38,1%)","Agriculture (33,33%)",UrbanMobility (25%),"IndustrialProcesses (23,08%)","Logistic (12,5%)",
57,IndependentLiving,"IndependentLiving (66,67%)",HealthCare (50%),"SecurityPublic (37,5%)","SmartHome (23,81%)","Agriculture (11,11%)","UrbanMobility (8,33%)",,,
58,IndependentLiving,"IndependentLiving (66,67%)",HealthCare (50%),"SecurityPublic (37,5%)","SmartHome (23,81%)","Agriculture (11,11%)","UrbanMobility (8,33%)",,,
59,IndependentLiving,"IndependentLiving (66,67%)",HealthCare (50%),"SecurityPublic (37,5%)","SmartHome (23,81%)","Agriculture (11,11%)","UrbanMobility (8,33%)",,,
60,IndependentLiving,"IndependentLiving (66,67%)",HealthCare (50%),"SecurityPublic (37,5%)","SmartHome (23,81%)","Agriculture (11,11%)","UrbanMobility (8,33%)",,,
61,IndependentLiving,"IndependentLiving (66,67%)",HealthCare (50%),"SecurityPublic (37,5%)","SmartHome (23,81%)","Agriculture (11,11%)","UrbanMobility (8,33%)",,,
